dataset,task,n_samples,n_features,grouped,status,model,bal_acc,auc,brier,mcc,repeat,fold,mae,r2,spearman
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.5818181818181818,0.7909090909090909,0.2200231834454525,0.1809068067466581,12,2,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.5227272727272727,0.5909090909090909,0.4191738569746112,0.0454545454545454,12,3,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.8,0.8700000000000001,0.1661202559761517,0.6123724356957946,12,4,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.9166666666666669,0.8333333333333334,0.1281756193967708,0.8333333333333334,12,5,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.65,0.9,0.2408782944016945,0.3535533905932737,13,1,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.7636363636363637,0.8999999999999999,0.1415955452467984,0.5272727272727272,13,2,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.4545454545454545,0.9090909090909092,0.2130143815976288,-0.2132007163556104,13,3,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.65,1.0,0.2840394367684162,0.420084025208403,13,4,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.5,0.6,0.4545340855840832,0.0,13,5,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.95,0.98,0.0688605134505349,0.8660254037844386,14,1,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.7636363636363637,0.8999999999999999,0.1415955452467984,0.5272727272727272,14,2,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.7,0.6636363636363636,0.2623322888430307,0.5087470190691683,14,3,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.65,1.0,0.2840394367684162,0.420084025208403,14,4,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.9166666666666669,0.8333333333333334,0.1089062459101893,0.8333333333333334,14,5,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.95,0.98,0.0688605134505349,0.8660254037844386,15,1,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.9166666666666669,0.8333333333333334,0.1089062459101893,0.8333333333333334,15,2,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.65,0.6454545454545455,0.2914983014146549,0.4281744192888376,15,3,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.7636363636363637,0.8090909090909091,0.1678406515533349,0.5272727272727272,15,4,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.65,1.0,0.2080903579555726,0.420084025208403,15,5,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.95,0.98,0.0688605134505349,0.8660254037844386,16,1,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.5,0.6,0.4545340855840832,0.0,16,2,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.6136363636363636,0.7818181818181817,0.1988844213373234,0.2337367475021143,16,3,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.7636363636363637,0.8454545454545455,0.159298443654882,0.5272727272727272,16,4,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.75,0.85,0.2496796763525515,0.5773502691896257,16,5,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.65,0.9,0.2408782944016945,0.3535533905932737,17,1,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.75,0.909090909090909,0.1595492499253751,0.5863019699779286,17,2,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.6227272727272727,0.5909090909090908,0.3914106723187086,0.2477168471534311,17,3,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.75,1.0,0.1532571407392187,0.5773502691896257,17,4,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.9166666666666669,0.8333333333333334,0.1089062459101893,0.8333333333333334,17,5,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.6,0.8800000000000001,0.2472323563499278,0.2773500981126146,18,1,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.9166666666666669,0.8333333333333334,0.1281756193967708,0.8333333333333334,18,2,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.5227272727272727,0.5909090909090909,0.4191738569746112,0.0454545454545454,18,3,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.5818181818181818,0.7909090909090909,0.2200231834454525,0.1809068067466581,18,4,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.8,0.8700000000000001,0.1661202559761517,0.6123724356957946,18,5,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.65,0.9,0.2408782944016945,0.3535533905932737,19,1,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.5545454545454546,0.6636363636363636,0.4160624709809348,0.1556997888323046,19,2,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.7,0.6636363636363636,0.2623322888430307,0.5087470190691683,19,3,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.8,0.8700000000000001,0.1661202559761517,0.6123724356957946,19,4,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.9166666666666669,0.8333333333333334,0.1089062459101893,0.8333333333333334,19,5,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.6,0.8800000000000001,0.2472323563499278,0.2773500981126146,20,1,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.7045454545454546,0.8636363636363635,0.1772036669766308,0.4522670168666454,20,2,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.55,0.8545454545454545,0.2257813858497389,0.2345207879911714,20,3,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.5,0.75,0.3205763209192214,0.0,20,4,,,
rehab24_ex1_phases,classification,88,24,True,active,logreg,0.9166666666666669,0.8333333333333334,0.1281756193967708,0.8333333333333334,20,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.22,0.3353937804053563,0.1889822365046136,1,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7166666666666667,0.8333333333333334,0.1988330909090909,0.4485426135725303,1,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5,0.6727272727272727,0.2585980952380953,0.0,1,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7090909090909091,0.9272727272727272,0.1502926328390179,0.4300756154038903,1,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6,0.66,0.2484848,0.2041241452319315,1,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.22,0.3353937804053563,0.1889822365046136,2,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5,0.5333333333333333,0.2965240914971479,0.0,2,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.8181818181818181,0.918181818181818,0.1840992835069195,0.674199862463242,2,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7545454545454545,0.9090909090909092,0.1664077558946118,0.5393598899705937,2,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.9,0.94,0.1578703904552783,0.8,2,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.32,0.324934111802545,0.1889822365046136,3,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7166666666666667,0.8333333333333334,0.205799157534529,0.4485426135725303,3,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5181818181818182,0.5454545454545454,0.2672016857214843,0.0373978796003382,3,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7545454545454545,0.809090909090909,0.1900628571428571,0.5393598899705937,3,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.85,0.96,0.1607751062153309,0.7337993857053428,3,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.22,0.3353937804053563,0.1889822365046136,4,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.4636363636363636,0.5818181818181818,0.2762373333333333,-0.0852802865422441,4,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5,0.6727272727272727,0.2585980952380953,0.0,4,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.85,0.96,0.1607751062153309,0.7337993857053428,4,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6166666666666667,0.8333333333333334,0.2118838632372479,0.2608745973749754,4,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.28,0.3249305532543461,0.1889822365046136,5,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5,0.5666666666666667,0.2826397123149865,0.0,5,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7045454545454546,0.8636363636363635,0.1851327619047618,0.4522670168666454,5,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7545454545454545,0.9090909090909092,0.1664077558946118,0.5393598899705937,5,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.65,0.88,0.20476642417277,0.420084025208403,5,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.22,0.3353937804053563,0.1889822365046136,6,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.8181818181818181,0.8818181818181818,0.1688588614255436,0.674199862463242,6,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7136363636363636,0.7772727272727273,0.2066213333333333,0.4272727272727272,6,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.65,0.86,0.2006909447291102,0.420084025208403,6,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5,0.5666666666666667,0.2826397123149865,0.0,6,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.32,0.324934111802545,0.1889822365046136,7,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6166666666666667,0.8333333333333334,0.2118838632372479,0.2608745973749754,7,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5227272727272727,0.509090909090909,0.2991491608129971,0.0454545454545454,7,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7545454545454545,0.8545454545454545,0.1767334945313681,0.5393598899705937,7,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.85,0.96,0.1607751062153309,0.7337993857053428,7,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.32,0.324934111802545,0.1889822365046136,8,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5,0.7,0.2850287171173304,0.0,8,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.759090909090909,0.8909090909090909,0.1405687619047619,0.5229577884350213,8,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5318181818181817,0.7363636363636363,0.2194618370218071,0.0674199862463242,8,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7,0.91,0.1933290622980049,0.5,8,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.32,0.324934111802545,0.1889822365046136,9,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7090909090909091,0.9272727272727272,0.1502926328390179,0.4300756154038903,9,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7272727272727273,0.9363636363636364,0.1763786666666666,0.533001790889026,9,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7,0.83,0.17455419849518,0.4,9,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5,0.4666666666666667,0.2934027483058277,0.0,9,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6,0.42,0.308201737713791,0.2773500981126146,10,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.4636363636363636,0.6363636363636364,0.2559142702640103,-0.0852802865422441,10,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7136363636363636,0.7636363636363637,0.2158987136883998,0.4272727272727272,10,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.8,0.94,0.1682953414306727,0.6546536707079772,10,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5,0.6,0.2711196363636364,0.0,10,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.32,0.324934111802545,0.1889822365046136,11,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6166666666666667,0.8333333333333334,0.2118838632372479,0.2608745973749754,11,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6,0.9,0.2470813406051662,0.3402785236893603,11,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7545454545454545,0.809090909090909,0.1900628571428571,0.5393598899705937,11,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.65,0.86,0.2006909447291102,0.420084025208403,11,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.22,0.3353937804053563,0.1889822365046136,12,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6727272727272727,0.8272727272727273,0.1831254105594207,0.3552798562032137,12,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.4727272727272727,0.5181818181818182,0.2992308571428571,-0.055048188256318,12,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.8500000000000001,0.81,0.2039866713463112,0.7035264706814485,12,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7166666666666667,0.8333333333333334,0.1977552229791475,0.4485426135725303,12,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.22,0.3353937804053563,0.1889822365046136,13,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7090909090909091,0.9272727272727272,0.1502926328390179,0.4300756154038903,13,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7045454545454546,0.8636363636363635,0.1851327619047618,0.4522670168666454,13,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7,0.91,0.1933290622980049,0.5,13,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5,0.5666666666666667,0.2826397123149865,0.0,13,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.32,0.324934111802545,0.1889822365046136,14,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7090909090909091,0.9272727272727272,0.1502926328390179,0.4300756154038903,14,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6,0.8909090909090909,0.2546044693912875,0.3402785236893603,14,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7,0.91,0.1933290622980049,0.5,14,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7166666666666667,0.8333333333333334,0.205799157534529,0.4485426135725303,14,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.28,0.3249305532543461,0.1889822365046136,15,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7166666666666667,0.8333333333333334,0.205799157534529,0.4485426135725303,15,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6,0.8909090909090909,0.2546044693912875,0.3402785236893603,15,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.8,0.9454545454545454,0.1624821124782225,0.6633249580710799,15,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.65,0.88,0.20476642417277,0.420084025208403,15,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.28,0.3249305532543461,0.1889822365046136,16,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5,0.6,0.2711196363636364,0.0,16,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7136363636363636,0.7772727272727273,0.2066213333333333,0.4272727272727272,16,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6727272727272727,0.8272727272727273,0.1831254105594207,0.3552798562032137,16,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.65,0.86,0.2006909447291102,0.420084025208403,16,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.22,0.3353937804053563,0.1889822365046136,17,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7545454545454545,0.8545454545454545,0.1767334945313681,0.5393598899705937,17,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5227272727272727,0.509090909090909,0.2991491608129971,0.0454545454545454,17,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.85,0.96,0.1607751062153309,0.7337993857053428,17,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7166666666666667,0.8333333333333334,0.205799157534529,0.4485426135725303,17,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6,0.42,0.308201737713791,0.2773500981126146,18,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7166666666666667,0.8333333333333334,0.1977552229791475,0.4485426135725303,18,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.5227272727272727,0.5181818181818182,0.3088210856261004,0.0454545454545454,18,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6727272727272727,0.8272727272727273,0.1831254105594207,0.3552798562032137,18,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.8500000000000001,0.81,0.2039866713463112,0.7035264706814485,18,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.22,0.3353937804053563,0.1889822365046136,19,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.4636363636363636,0.6363636363636364,0.2559142702640103,-0.0852802865422441,19,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6,0.8909090909090909,0.2546044693912875,0.3402785236893603,19,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.8500000000000001,0.81,0.2039866713463112,0.7035264706814485,19,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6166666666666667,0.8333333333333334,0.2118838632372479,0.2608745973749754,19,5,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.55,0.32,0.3251333333333333,0.1889822365046136,20,1,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7545454545454545,0.8454545454545455,0.1767302857142857,0.5393598899705937,20,2,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6590909090909092,0.6454545454545455,0.2334622552095233,0.337099931231621,20,3,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.6,0.66,0.2484848,0.2041241452319315,20,4,,,
rehab24_ex1_phases,classification,88,24,True,active,rf,0.7166666666666667,0.8333333333333334,0.1977552229791475,0.4485426135725303,20,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.35,0.52,0.2567388223805611,-0.3535533905932737,1,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.6666666666666666,0.8,0.2236137508919499,0.4303314829119352,1,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5,0.7636363636363637,0.2732000556693976,0.0,1,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5227272727272727,0.5272727272727273,0.2490302864878641,0.0454545454545454,1,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.45,0.61,0.2506872755161578,-0.2294157338705617,1,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.35,0.52,0.2567388223805611,-0.3535533905932737,2,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5,0.0999999999999999,0.3563529104456585,0.0,2,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.3454545454545454,0.3,0.3259798009745128,-0.3624412178045377,2,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5227272727272727,0.5272727272727273,0.2490302864878641,0.0454545454545454,2,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5,0.84,0.4047789379192042,0.0,2,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.55,0.52,0.3058204400878088,0.1889822365046136,3,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.75,0.9333333333333332,0.2250209118688468,0.5590169943749475,3,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.4681818181818181,0.4181818181818182,0.2568491427942047,-0.0674199862463242,3,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.55,0.8454545454545455,0.2195916907752444,0.2345207879911714,3,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.8,0.94,0.1675840830508689,0.6546536707079772,3,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.35,0.52,0.2567388223805611,-0.3535533905932737,4,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5227272727272727,0.5727272727272728,0.239457551391026,0.0454545454545454,4,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5272727272727272,0.6363636363636364,0.2424563715220579,0.055048188256318,4,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.8,0.94,0.1675840830508689,0.6546536707079772,4,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5333333333333333,0.3999999999999999,0.2577963765150103,0.0690065559342354,4,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.85,1.0,0.1858577004835554,0.6614378277661477,5,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5,0.5,0.3339970178995057,0.0,5,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.3454545454545454,0.509090909090909,0.3475438202709734,-0.3624412178045377,5,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5227272727272727,0.5272727272727273,0.2490302864878641,0.0454545454545454,5,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.45,0.52,0.2560913261766163,-0.2294157338705617,5,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.65,0.8,0.2587093204315605,0.3535533905932737,6,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.7545454545454545,0.8818181818181818,0.17644897581708,0.5393598899705937,6,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5318181818181817,0.5454545454545454,0.2574780929977782,0.0674199862463242,6,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.45,0.48,0.2622894235666982,-0.1005037815259212,6,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5,0.5,0.3343471864460671,0.0,6,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.65,0.8,0.2584710243140949,0.3535533905932737,7,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.6666666666666666,0.8,0.2236137508919499,0.4303314829119352,7,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.4681818181818181,0.4181818181818182,0.2568491427942047,-0.0674199862463242,7,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.55,0.8454545454545455,0.2195916907752444,0.2345207879911714,7,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.8,0.94,0.1675840830508689,0.6546536707079772,7,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.55,0.52,0.3058204400878088,0.1889822365046136,8,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5333333333333333,0.5,0.2506454794212918,0.0690065559342354,8,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5545454545454546,0.8363636363636363,0.2046199871208553,0.1556997888323046,8,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.7545454545454545,0.8818181818181818,0.17644897581708,0.5393598899705937,8,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.4499999999999999,0.39,0.2739132013365199,-0.1048284836721918,8,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.45,0.5,0.2328296439601373,-0.0944911182523068,9,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5227272727272727,0.5272727272727273,0.2490302864878641,0.0454545454545454,9,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5227272727272727,0.409090909090909,0.3548240807262469,0.0454545454545454,9,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.4,0.4,0.269779232609177,-0.2182178902359924,9,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5,0.5,0.3339970178995057,0.0,9,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.65,0.8,0.2584710243140949,0.3535533905932737,10,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.55,0.8090909090909091,0.2168574841121038,0.2345207879911714,10,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.55,0.6454545454545455,0.2758675559283559,0.2345207879911714,10,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.8,0.94,0.1675840830508689,0.6546536707079772,10,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5333333333333333,0.5,0.2506454794212918,0.0690065559342354,10,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.45,0.5,0.2328296439601373,-0.0944911182523068,11,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5333333333333333,0.3999999999999999,0.2577963765150103,0.0690065559342354,11,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.75,0.8,0.1933624432787801,0.5863019699779286,11,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.6045454545454545,0.7999999999999999,0.2088748946846167,0.2659359417861561,11,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.45,0.48,0.2622894235666982,-0.1005037815259212,11,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.65,0.8,0.2584710243140949,0.3535533905932737,12,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.4590909090909091,0.4,0.340488635215508,-0.1167748416242284,12,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.4681818181818181,0.4181818181818182,0.2568491427942047,-0.0674199862463242,12,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5,1.0,0.2102247835107728,0.0,12,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.75,0.8666666666666667,0.2252880424435824,0.5590169943749475,12,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.35,0.52,0.2567388223805611,-0.3535533905932737,13,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5227272727272727,0.5272727272727273,0.2490302864878641,0.0454545454545454,13,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.3454545454545454,0.509090909090909,0.3475438202709734,-0.3624412178045377,13,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.4499999999999999,0.39,0.2739132013365199,-0.1048284836721918,13,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.55,0.5,0.2516616386203758,0.1,13,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.55,0.52,0.3058204400878088,0.1889822365046136,14,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.5227272727272727,0.5272727272727273,0.2490302864878641,0.0454545454545454,14,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.3,0.5363636363636364,0.3032267428257574,-0.5087470190691683,14,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.4499999999999999,0.39,0.2739132013365199,-0.1048284836721918,14,4,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.75,0.9333333333333332,0.2250209118688468,0.5590169943749475,14,5,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.85,1.0,0.1858577004835554,0.6614378277661477,15,1,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.2833333333333333,0.2666666666666666,0.3138843950917355,-0.4485426135725303,15,2,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.75,0.8,0.1933624432787801,0.5863019699779286,15,3,,,
rehab24_ex1_phases,classification,88,24,True,active,mlp,0.4727272727272727,0.3727272727272727,0.3777097763685984,-0.055048188256318,15,4,,,
