dataset,task,n_samples,n_features,grouped,status,model,bal_acc,auc,brier,mcc,repeat,fold,mae,r2,spearman
rehab24_ex5,classification,88,20,True,active,logreg,0.9,0.99,0.0716788898302856,0.816496580927726,11,3,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.8333333333333333,0.9722222222222224,0.1043061730414573,0.7071067811865476,11,4,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.7142857142857143,1.0,0.19741301939018,0.50709255283711,11,5,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.8235294117647058,0.7647058823529411,0.2356216655834377,0.5687964589945211,12,1,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.5,0.6198347107438016,0.3193766981508401,0.0,12,2,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.85,0.98,0.1312620101878185,0.7337993857053428,12,3,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.7,0.68,0.2697058333516521,0.408248290463863,12,4,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.7142857142857143,1.0,0.19741301939018,0.50709255283711,12,5,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.74375,0.8625,0.1767042472391977,0.4195731958391368,13,1,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.6666666666666666,0.9166666666666669,0.1770072039322743,0.4472135954999579,13,2,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.9,0.99,0.0716788898302856,0.816496580927726,13,3,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.8181818181818181,0.8512396694214877,0.143525600972375,0.647150228929434,13,4,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.7142857142857143,1.0,0.19741301939018,0.50709255283711,13,5,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.6875,0.8500000000000001,0.2850073544630965,0.3535533905932737,14,1,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.75,0.79,0.1886344211296217,0.502518907629606,14,2,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.5909090909090909,0.975206611570248,0.2109100257190591,0.3162277660168379,14,3,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.9166666666666669,1.0,0.0607137240323709,0.8451542547285166,14,4,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.7142857142857143,1.0,0.19741301939018,0.50709255283711,14,5,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.6875,0.775,0.3618754368851953,0.3535533905932737,15,1,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.6363636363636364,0.8181818181818181,0.1859969252123529,0.2927700218845599,15,2,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.6666666666666666,0.9166666666666669,0.1770072039322743,0.4472135954999579,15,3,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.7,0.84,0.1898872253426679,0.408248290463863,15,4,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.7142857142857143,1.0,0.19741301939018,0.50709255283711,15,5,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.75,0.8,0.2897637664318657,0.4385290096535146,16,1,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.5,0.6198347107438016,0.3193766981508401,0.0,16,2,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.8636363636363636,0.8512396694214877,0.145077713116124,0.7302967433402214,16,3,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.9,0.96,0.0757469781023084,0.816496580927726,16,4,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.7142857142857143,1.0,0.19741301939018,0.50709255283711,16,5,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.6764705882352942,0.7352941176470588,0.351360357233211,0.3529411764705882,17,1,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.8181818181818181,0.8512396694214877,0.143525600972375,0.647150228929434,17,2,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.6499999999999999,0.69,0.2798438819542971,0.3015113445777636,17,3,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.9,1.0,0.0901275581077726,0.816496580927726,17,4,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.7142857142857143,1.0,0.1865568795976311,0.50709255283711,17,5,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.5588235294117647,0.7549019607843137,0.3045918282104477,0.1833396994056422,18,1,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.85,0.98,0.1312620101878185,0.7337993857053428,18,2,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.6,0.64,0.3158457390116649,0.2,18,3,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.9166666666666669,1.0,0.0607137240323709,0.8451542547285166,18,4,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.7142857142857143,1.0,0.19741301939018,0.50709255283711,18,5,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.6875,0.8500000000000001,0.2850073544630965,0.3535533905932737,19,1,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.7,0.84,0.1898872253426679,0.408248290463863,19,2,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.5909090909090909,0.975206611570248,0.2109100257190591,0.3162277660168379,19,3,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.9166666666666669,1.0,0.0607137240323709,0.8451542547285166,19,4,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.7142857142857143,1.0,0.1865568795976311,0.50709255283711,19,5,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.6875,0.775,0.3618754368851953,0.3535533905932737,20,1,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.5,0.6198347107438016,0.3193766981508401,0.0,20,2,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.8500000000000001,0.8800000000000001,0.1267941889251496,0.7035264706814485,20,3,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.9166666666666669,1.0,0.0607137240323709,0.8451542547285166,20,4,,,
rehab24_ex5,classification,88,20,True,active,logreg,0.7142857142857143,1.0,0.1865568795976311,0.50709255283711,20,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.84375,0.88125,0.1888163809523809,0.5863019699779286,1,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.6900000000000001,0.2973453080017809,0.0,1,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6363636363636364,0.6611570247933884,0.2236454821232735,0.3253956867279842,1,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.9166666666666669,0.9722222222222224,0.1796510212753868,0.8451542547285166,1,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6428571428571428,0.9285714285714286,0.2166721543860107,0.3947710169758613,1,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.84375,0.88125,0.1888163809523809,0.5863019699779286,2,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.7272727272727273,0.8429752066115702,0.2026421165773732,0.4879500364742665,2,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.4166666666666666,0.2222222222222222,0.27618436622821,-0.1690308509457033,2,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6,1.0,0.191133,0.3333333333333333,2,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6428571428571428,0.9523809523809524,0.212548,0.3947710169758613,2,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.8823529411764706,0.9215686274509804,0.182653564628808,0.6773651374345779,3,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6818181818181819,0.71900826446281,0.2299129851875902,0.4714045207910317,3,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.6,0.2600334000000001,0.0,3,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.7,1.0,0.1778124,0.5,3,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6428571428571428,0.9285714285714286,0.2166721543860107,0.3947710169758613,3,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.4375,0.4625,0.2163861735739171,-0.1813690625275029,4,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6818181818181819,0.7685950413223139,0.2077183373984745,0.3779644730092272,4,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.5619834710743801,0.2491034863757473,0.0,4,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6,1.0,0.1794880561239082,0.3333333333333333,4,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.8809523809523809,0.2297827512373868,0.0,4,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.80625,0.9,0.1790021154171719,0.5533985905294664,5,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5833333333333334,0.8333333333333334,0.2256416666666667,0.3015113445777636,5,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6818181818181819,0.7851239669421488,0.2023576363636363,0.3651483716701107,5,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6,0.6,0.2573558532238721,0.2041241452319315,5,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6428571428571428,0.9523809523809524,0.212548,0.3947710169758613,5,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.74375,0.85,0.1829843809523809,0.4195731958391368,6,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5454545454545454,0.5454545454545454,0.2531675530104746,0.0909090909090909,6,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6818181818181819,0.7851239669421488,0.2023576363636363,0.3651483716701107,6,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.8800000000000001,0.2771384,0.0,6,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6428571428571428,0.9523809523809524,0.2109784448456147,0.3947710169758613,6,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6519607843137255,0.6764705882352942,0.2426756521739131,0.2734489974128976,7,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.7900000000000001,0.2987934,0.0,7,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.65,0.84,0.1982152151823836,0.3144854510165755,7,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.9166666666666669,1.0,0.1873560832296555,0.8451542547285166,7,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6428571428571428,0.9285714285714286,0.2166721543860107,0.3947710169758613,7,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.74375,0.8375,0.1885980276501159,0.4195731958391368,8,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5454545454545454,0.5454545454545454,0.2531675530104746,0.0909090909090909,8,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.9166666666666669,0.9583333333333334,0.1825146666666667,0.8451542547285166,8,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.7900000000000001,0.2987934,0.0,8,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.7142857142857143,0.9285714285714286,0.2149184615384615,0.50709255283711,8,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.84375,0.88125,0.1888163809523809,0.5863019699779286,9,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.7272727272727273,0.8429752066115702,0.2026421165773732,0.4879500364742665,9,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6,1.0,0.191133,0.3333333333333333,9,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.4166666666666666,0.2222222222222222,0.27618436622821,-0.1690308509457033,9,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.8809523809523809,0.2297827512373868,0.0,9,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.74375,0.85,0.1829843809523809,0.4195731958391368,10,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6,0.6,0.2573558532238721,0.2041241452319315,10,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.5537190082644629,0.2592761521446183,0.0,10,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.8333333333333334,0.9722222222222224,0.1867493331706139,0.6666666666666666,10,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6428571428571428,0.9523809523809524,0.2109784448456147,0.3947710169758613,10,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6519607843137255,0.7352941176470589,0.2440467826086956,0.2734489974128976,11,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.6099999999999999,0.2617537880545903,0.0,11,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6,0.99,0.1921821054382086,0.3333333333333333,11,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.8333333333333333,0.9444444444444444,0.1832513333333333,0.7071067811865476,11,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6428571428571428,0.9285714285714286,0.2166721543860107,0.3947710169758613,11,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5735294117647058,0.7647058823529411,0.1969038838562428,0.1323140310062407,12,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.4545454545454545,0.578512396694215,0.2661694545454546,-0.0975900072948533,12,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6,1.0,0.191133,0.3333333333333333,12,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.8,0.6799999999999999,0.2158616654265611,0.6546536707079772,12,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6428571428571428,0.9285714285714286,0.2166721543860107,0.3947710169758613,12,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.84375,0.9375,0.1876966856059669,0.5863019699779286,13,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.25,0.2222222222222222,0.2770033333333333,-0.5773502691896257,13,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6,1.0,0.191133,0.3333333333333333,13,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5454545454545454,0.743801652892562,0.2258401458736435,0.1324532357065043,13,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.7142857142857143,0.9285714285714286,0.2149184615384615,0.50709255283711,13,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.80625,0.9,0.1790021154171719,0.5533985905294664,14,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.5700000000000001,0.2621003280497666,0.0,14,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.7272727272727273,0.768595041322314,0.2171130909090909,0.5423261445466404,14,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.8333333333333333,0.9444444444444444,0.1832513333333333,0.7071067811865476,14,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.7142857142857143,0.9285714285714286,0.2149184615384615,0.50709255283711,14,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.74375,0.8375,0.1885980276501159,0.4195731958391368,15,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6818181818181819,0.7603305785123967,0.2120266910605478,0.3779644730092272,15,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5833333333333334,0.8611111111111112,0.2238837972529226,0.3015113445777636,15,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.6099999999999999,0.2617537880545903,0.0,15,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6428571428571428,0.9285714285714286,0.2166721543860107,0.3947710169758613,15,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.40625,0.5875,0.204534663078953,-0.2282177322938192,16,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.5537190082644629,0.2592761521446183,0.0,16,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6363636363636364,0.6859504132231404,0.2370714545454546,0.3973597071195131,16,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6,1.0,0.1863004575273824,0.3333333333333333,16,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.7142857142857143,0.9285714285714286,0.2149184615384615,0.50709255283711,16,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6519607843137255,0.6764705882352942,0.2426756521739131,0.2734489974128976,17,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6818181818181819,0.7851239669421488,0.2023576363636363,0.3651483716701107,17,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.65,0.84,0.1982152151823836,0.3144854510165755,17,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.84,0.2575936,0.0,17,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.9047619047619048,0.2259392284197016,0.0,17,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6519607843137255,0.6764705882352942,0.2426756521739131,0.2734489974128976,18,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6,1.0,0.191133,0.3333333333333333,18,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.51,0.2610356964343099,0.0,18,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.8333333333333334,0.9722222222222224,0.1867493331706139,0.6666666666666666,18,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.7142857142857143,0.9047619047619048,0.2161921149445419,0.50709255283711,18,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.80625,0.9,0.1790021154171719,0.5533985905294664,19,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5,0.6099999999999999,0.2617537880545903,0.0,19,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.5454545454545454,0.578512396694215,0.2385328995897996,0.2182178902359924,19,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.8333333333333333,0.9444444444444444,0.1832513333333333,0.7071067811865476,19,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.7142857142857143,0.9285714285714286,0.2149184615384615,0.50709255283711,19,5,,,
rehab24_ex5,classification,88,20,True,active,rf,0.80625,0.7625000000000001,0.2056783094200958,0.5533985905294664,20,1,,,
rehab24_ex5,classification,88,20,True,active,rf,0.4545454545454545,0.578512396694215,0.2661694545454546,-0.0975900072948533,20,2,,,
rehab24_ex5,classification,88,20,True,active,rf,0.6,0.61,0.2483719781598639,0.2041241452319315,20,3,,,
rehab24_ex5,classification,88,20,True,active,rf,0.8333333333333334,0.9722222222222224,0.1867493331706139,0.6666666666666666,20,4,,,
rehab24_ex5,classification,88,20,True,active,rf,0.7142857142857143,0.9285714285714286,0.2149184615384615,0.50709255283711,20,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.55625,0.5625,0.3026832806030495,0.1060660171779821,1,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.75,0.97,0.1484239654562958,0.5773502691896257,1,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5909090909090909,0.5702479338842975,0.2764684300068261,0.3162277660168379,1,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.4166666666666667,0.2732422093187059,0.0,1,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4285714285714285,0.4761904761904762,0.2531678215184762,-0.2672612419124244,1,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.53125,0.625,0.3778286070780143,0.125,2,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.4462809917355372,0.3105634233106902,0.0,2,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.888888888888889,0.2669743106863849,0.0,2,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4,0.41,0.2867393015398113,-0.2182178902359924,2,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.3809523809523809,0.3809523809523809,0.2887114602678749,-0.238095238095238,2,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.2941176470588235,0.0588235294117647,0.3414762174862936,-0.3929526239966878,3,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5909090909090909,0.6611570247933884,0.2215298310698991,0.1889822365046136,3,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.35,0.3,0.3339084248032753,-0.3015113445777636,3,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.36,0.2686319512377246,0.0,3,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.2142857142857143,0.3853132865722533,0.0,3,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.61875,0.675,0.2317146140629754,0.2083012795854194,4,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5909090909090909,0.5371900826446281,0.2713655356888801,0.3162277660168379,4,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.578512396694215,0.2604009353087796,0.0,4,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.56,0.2381524267272022,0.0,4,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4285714285714285,0.4761904761904761,0.2536936796300216,-0.2672612419124244,4,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.525,0.5375000000000001,0.2940680107943826,0.05,5,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.0277777777777777,0.3055440577178148,0.0,5,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.4462809917355372,0.3105634233106902,0.0,5,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.7,0.77,0.2027989813985125,0.4,5,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.4047619047619047,0.2920404339820353,0.0,5,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.525,0.5375000000000001,0.2945756325172775,0.05,6,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5454545454545454,0.4628099173553719,0.3098764590538482,0.1324532357065043,6,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4545454545454546,0.5454545454545454,0.2906095984437955,-0.1324532357065043,6,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.4000000000000001,0.302911392347914,0.0,6,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4285714285714285,0.4761904761904762,0.2531678215184762,-0.2672612419124244,6,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.6274509803921569,0.1930347073290983,0.0,7,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.3,0.28,0.3491857213439501,-0.5,7,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.4599999999999999,0.3288611218930757,0.0,7,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.75,0.8055555555555556,0.180631963325039,0.5773502691896257,7,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4285714285714285,0.4761904761904762,0.2531678215184762,-0.2672612419124244,7,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.525,0.5375000000000001,0.2940680107943826,0.05,8,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5454545454545454,0.4628099173553719,0.3098764590538482,0.1324532357065043,8,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.75,0.8055555555555556,0.180631963325039,0.5773502691896257,8,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.45,0.54,0.2875859739273815,-0.140028008402801,8,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4285714285714285,0.4761904761904762,0.2531678215184762,-0.2672612419124244,8,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.55625,0.5625,0.3026832806030495,0.1060660171779821,9,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4545454545454546,0.5454545454545454,0.2906095984437955,-0.1324532357065043,9,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.51,0.283110304039968,0.0,9,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.0277777777777777,0.3055440577178148,0.0,9,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4285714285714285,0.4761904761904761,0.2536936796300216,-0.2672612419124244,9,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.525,0.5375000000000001,0.2945756325172775,0.05,10,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.35,0.5,0.2970674775664038,-0.420084025208403,10,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.9338842975206612,0.2309604518596758,0.0,10,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.4166666666666667,0.2732422093187059,0.0,10,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4285714285714285,0.4761904761904762,0.2531678215184762,-0.2672612419124244,10,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.4705882352941176,0.4109873872484689,0.0,11,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.7,0.78,0.2168703835113421,0.4,11,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.8,0.81,0.2208026049096643,0.6546536707079772,11,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4166666666666666,0.3888888888888889,0.2760405212482592,-0.1690308509457033,11,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4285714285714285,0.4761904761904762,0.2531678215184762,-0.2672612419124244,11,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5588235294117647,0.5882352941176471,0.3011467173582289,0.1833396994056422,12,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.3636363636363636,0.2644628099173554,0.3057703660836615,-0.2727272727272727,12,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.51,0.283110304039968,0.0,12,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.7,0.6400000000000001,0.241541879431486,0.408248290463863,12,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4285714285714285,0.4761904761904762,0.2531678215184762,-0.2672612419124244,12,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.74375,0.7000000000000001,0.228858362408021,0.4195731958391368,13,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.888888888888889,0.2641367760450483,0.0,13,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.51,0.283110304039968,0.0,13,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4545454545454546,0.5454545454545454,0.2906095984437955,-0.1324532357065043,13,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4285714285714285,0.4761904761904762,0.2531678215184762,-0.2672612419124244,13,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.475,0.4125,0.2623106947808325,-0.05,14,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.35,0.3,0.3343066652515259,-0.3015113445777636,14,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.3636363636363636,0.3801652892561983,0.3017544325594913,-0.2773500981126146,14,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.4166666666666667,0.2732422093187059,0.0,14,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4285714285714285,0.4761904761904762,0.2531678215184762,-0.2672612419124244,14,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.525,0.5375000000000001,0.2940680107943826,0.05,15,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5909090909090909,0.6611570247933884,0.2366013264569414,0.2041241452319315,15,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.0277777777777777,0.3045585709691232,0.0,15,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.7,0.78,0.2168703835113421,0.4,15,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4285714285714285,0.4761904761904762,0.2531678215184762,-0.2672612419124244,15,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.7125,0.4070647709901575,0.0,16,1,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.3636363636363636,0.2644628099173554,0.3057703660836615,-0.2727272727272727,16,2,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.409090909090909,0.4380165289256198,0.2788599296113623,-0.2041241452319315,16,3,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.36,0.2686319512377246,0.0,16,4,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.4285714285714285,0.4761904761904762,0.2531678215184762,-0.2672612419124244,16,5,,,
rehab24_ex5,classification,88,20,True,active,mlp,0.5,0.4705882352941176,0.4109873872484689,0.0,17,1,,,
